"name","required","dimensions","dimnames","bmtype","units","long_name","dtype","sumtype","inwc","insed","dissol","decay","partic","fill.value","passive","svel","xvel","psize","b_dens","i_conc","f_conc","wc.hor.pattern","wc.ver.pattern","sediment","wc.hor.scalar"
"haddock1_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for haddock cohort 1",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",161.58,161.58
"haddock2_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for haddock cohort 2",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",1210.17,1210.17
"haddock3_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for haddock cohort 3",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",1678.34,1678.34
"haddock4_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for haddock cohort 4",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",3324.79,3324.79
"haddock5_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for haddock cohort 5",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",4613.33,4613.33
"haddock6_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for haddock cohort 6",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",5321.52,5321.52
"haddock7_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for haddock cohort 7",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",5764.44,5764.44
"haddock1_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for haddock cohort 1",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",428.2,428.2
"haddock2_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for haddock cohort 2",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",3206.95,3206.95
"haddock3_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for haddock cohort 3",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",4447.61,4447.61
"haddock4_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for haddock cohort 4",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",8810.7,8810.7
"haddock5_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for haddock cohort 5",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",12225.32,12225.32
"haddock6_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for haddock cohort 6",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",14102.03,14102.03
"haddock7_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for haddock cohort 7",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",15275.76,15275.76
"saithe_N",FALSE,2,"[ z b ]","tracer","mg N m-3","saithe total N",0,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,"constant","uniform",0,0
"saithe1_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of saithe cohort 1",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"saithe2_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of saithe cohort 2",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"saithe3_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of saithe cohort 3",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"saithe4_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of saithe cohort 4",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"saithe5_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of saithe cohort 5",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"saithe6_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of saithe cohort 6",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"saithe7_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of saithe cohort 7",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"saithe8_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of saithe cohort 8",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"saithe9_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of saithe cohort 9",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"saithe1_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for saithe cohort 1",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",224.52,224.52
"saithe2_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for saithe cohort 2",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",2105.8,2105.8
"saithe3_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for saithe cohort 3",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",4790.03,4790.03
"saithe4_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for saithe cohort 4",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",8506.56,8506.56
"saithe5_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for saithe cohort 5",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",15480.55,15480.55
"saithe6_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for saithe cohort 6",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",19913.6,19913.6
"saithe7_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for saithe cohort 7",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",21961.5,21961.5
"saithe8_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for saithe cohort 8",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",23440.2,23440.2
"saithe9_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for saithe cohort 9",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",24488.85,24488.85
"saithe1_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for saithe cohort 1",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",594.98,594.98
"saithe2_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for saithe cohort 2",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",5580.36,5580.36
"saithe3_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for saithe cohort 3",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",12693.59,12693.59
"saithe4_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for saithe cohort 4",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",22542.38,22542.38
"saithe5_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for saithe cohort 5",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",41023.45,41023.45
"saithe6_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for saithe cohort 6",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",52771.03,52771.03
"saithe7_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for saithe cohort 7",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",58197.97,58197.97
"saithe8_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for saithe cohort 8",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",62116.53,62116.53
"saithe9_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for saithe cohort 9",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",64895.45,64895.45
"hake_N",FALSE,2,"[ z b ]","tracer","mg N m-3","hake total N",0,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,"constant","uniform",0,0
"hake1_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of hake cohort 1",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"hake2_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of hake cohort 2",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"hake3_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of hake cohort 3",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"hake4_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of hake cohort 4",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"hake5_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of hake cohort 5",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"hake6_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of hake cohort 6",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"hake7_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of hake cohort 7",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"hake8_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of hake cohort 8",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"hake9_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of hake cohort 9",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"hake10_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of hake cohort 10",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"hake11_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of hake cohort 11",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"hake1_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for hake cohort 1",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",811.28,811.28
"hake2_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for hake cohort 2",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",2285.4,2285.4
"hake3_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for hake cohort 3",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",4118.05,4118.05
"hake4_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for hake cohort 4",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",5973.19,5973.19
"hake5_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for hake cohort 5",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",7654.85,7654.85
"hake6_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for hake cohort 6",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",9081.41,9081.41
"hake7_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for hake cohort 7",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",10241.11,10241.11
"hake8_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for hake cohort 8",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",11157.35,11157.35
"hake9_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for hake cohort 9",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",11867.15,11867.15
"hake10_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for hake cohort 10",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",12409.49,12409.49
"hake11_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for hake cohort 11",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",12819.83,12819.83
"hake1_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for hake cohort 1",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",2149.9,2149.9
"hake2_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for hake cohort 2",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",6056.32,6056.32
"hake3_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for hake cohort 3",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",10912.85,10912.85
"hake4_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for hake cohort 4",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",15828.96,15828.96
"hake5_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for hake cohort 5",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",20285.34,20285.34
"hake6_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for hake cohort 6",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",24065.73,24065.73
"hake7_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for hake cohort 7",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",27138.93,27138.93
"hake8_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for hake cohort 8",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",29566.97,29566.97
"hake9_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for hake cohort 9",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",31447.95,31447.95
"hake10_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for hake cohort 10",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",32885.15,32885.15
"hake11_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for hake cohort 11",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",33972.54,33972.54
"blue_whiting_N",FALSE,2,"[ z b ]","tracer","mg N m-3","blue_whiting total N",0,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,"constant","uniform",0,0
"blue_whiting1_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of blue_whiting cohort 1",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"blue_whiting2_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of blue_whiting cohort 2",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"blue_whiting3_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of blue_whiting cohort 3",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"blue_whiting4_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of blue_whiting cohort 4",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"blue_whiting5_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of blue_whiting cohort 5",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"blue_whiting6_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of blue_whiting cohort 6",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"blue_whiting7_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of blue_whiting cohort 7",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"blue_whiting8_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of blue_whiting cohort 8",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"blue_whiting9_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of blue_whiting cohort 9",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"blue_whiting1_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for blue_whiting cohort 1",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",132.18,132.18
"blue_whiting2_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for blue_whiting cohort 2",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",218.7,218.7
"blue_whiting3_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for blue_whiting cohort 3",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",257.15,257.15
"blue_whiting4_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for blue_whiting cohort 4",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",326.84,326.84
"blue_whiting5_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for blue_whiting cohort 5",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",418.17,418.17
"blue_whiting6_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for blue_whiting cohort 6",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",456.62,456.62
"blue_whiting7_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for blue_whiting cohort 7",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",495.07,495.07
"blue_whiting8_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for blue_whiting cohort 8",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",552.75,552.75
"blue_whiting9_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for blue_whiting cohort 9",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",557.56,557.56
"blue_whiting1_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for blue_whiting cohort 1",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",350.28,350.28
"blue_whiting2_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for blue_whiting cohort 2",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",579.55,579.55
"blue_whiting3_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for blue_whiting cohort 3",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",681.45,681.45
"blue_whiting4_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for blue_whiting cohort 4",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",866.14,866.14
"blue_whiting5_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for blue_whiting cohort 5",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",1108.15,1108.15
"blue_whiting6_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for blue_whiting cohort 6",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",1210.05,1210.05
"blue_whiting7_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for blue_whiting cohort 7",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",1311.94,1311.94
"blue_whiting8_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for blue_whiting cohort 8",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",1464.79,1464.79
"blue_whiting9_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for blue_whiting cohort 9",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",1477.53,1477.53
"norway_pout_N",FALSE,2,"[ z b ]","tracer","mg N m-3","norway_pout total N",0,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,"constant","uniform",0,0
"norway_pout1_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of norway_pout cohort 1",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"norway_pout2_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of norway_pout cohort 2",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"norway_pout3_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of norway_pout cohort 3",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"norway_pout4_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of norway_pout cohort 4",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"norway_pout5_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of norway_pout cohort 5",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"norway_pout6_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of norway_pout cohort 6",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"norway_pout1_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for norway_pout cohort 1",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",21.63,21.63
"norway_pout2_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for norway_pout cohort 2",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",60.08,60.08
"norway_pout3_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for norway_pout cohort 3",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",96.13,96.13
"norway_pout4_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for norway_pout cohort 4",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",150.63,150.63
"norway_pout5_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for norway_pout cohort 5",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",172.18,172.18
"norway_pout6_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for norway_pout cohort 6",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",186.34,186.34
"norway_pout1_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for norway_pout cohort 1",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",57.32,57.32
"norway_pout2_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for norway_pout cohort 2",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",159.22,159.22
"norway_pout3_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for norway_pout cohort 3",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",254.75,254.75
"norway_pout4_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for norway_pout cohort 4",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",399.17,399.17
"norway_pout5_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for norway_pout cohort 5",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",456.26,456.26
"norway_pout6_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for norway_pout cohort 6",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",493.8,493.8
"other_large_demersals_N",FALSE,2,"[ z b ]","tracer","mg N m-3","other_large_demersals total N",0,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,"constant","uniform",0,0
"other_large_demersals1_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of other_large_demersals cohort 1",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"other_large_demersals2_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of other_large_demersals cohort 2",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"other_large_demersals3_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of other_large_demersals cohort 3",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"other_large_demersals4_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of other_large_demersals cohort 4",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"other_large_demersals1_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for other_large_demersals cohort 1",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",123.89,123.89
"other_large_demersals2_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for other_large_demersals cohort 2",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",457.24,457.24
"other_large_demersals3_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for other_large_demersals cohort 3",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",728.23,728.23
"other_large_demersals4_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for other_large_demersals cohort 4",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",889.96,889.96
"other_large_demersals1_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for other_large_demersals cohort 1",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",328.3,328.3
"other_large_demersals2_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for other_large_demersals cohort 2",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",1211.68,1211.68
"other_large_demersals3_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for other_large_demersals cohort 3",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",1929.81,1929.81
